text,label,language
"po prvnim pouziti se data ztratila a prestal fungovat, ted cekam jak dopadne reklamace, co se tyka designu je maly a prakticky po reklamaci (výměněno za nový kus) jsem absolutně spokojený praktická, malá a odolná flash-ka",1,cs
"Jedním slovem perfektní.Na mé doporučení ho koupili i známí a nemůžou si ho vynachválit.Dokonce moje žena,která nejí vepřové ani hovězí maso, steaky ochutnala a řekla,že jsou moc dobré.A to není díky mému kuchařskému umění,ale díky grilu.",2,cs
"Zprvu jsme se báli, že bude přístroj příliš velký, ale protože jsme chtěli topinkovač, kam by se vešlo více ks topinek, nakonec jsme se ke koupi rohodli. A určitě jsme neprohloupili. Příjemný design, velikost nijak na lince nepřekáží a topinky jsou skvělé. vejdou se tam v pohodě tři. Zatím jsme moc spokojeni, byl to vánoční dárek.",2,cs
"Spokojenost. Je opravdu malinký a vejde se do každého batůžku. Je však nutné, aby byl dobře uschnutý, když se skládá zpátky do pouzdra, jinak můžete počítat s tím, že to nebude dlouho trvat a bude zapáchat.",1,cs
"výborná věc, při hlídání dítěte. výborný signál, výborné funkce. jediná nevýhoda je v základně u dítětě. ta bohužel funguje jen na napájení ze sítě. není tam možnost vložení do kočárku!!",0,cs
"Vzhledem k ceně výborná čelovka, na dvě ""obyčejné"" diody velká svítivost, dobrý rozptyl světla, kvalitní provedení. Kdo má vyšší nároky si určitě připlatí, ale pro běžné použití je Tikkina naprosto dostačující.",2,cs
"S pískovištěm jsme spokojeni, rozměrově akorát. Velkou výhodou je, že se dá sedět na boku pískoviště. Hezky sestavit se dá jen na rovném povrchu.",2,cs
"Jsem velice spokojená a mé feně olej chutná srst je lepší, pevnější a lesklá.Používáme ho teprve měsíc ale změny jsou opravdu znatelné.Všem doporučuji",2,cs
"Náš bígl není fanoušek žádných granulí, ale tyhle mu chutnají stejně jako dražší výrobky, obsahují také velký podíl masa. Jedná se o kvalitní výrobek za dobrou cenu.",2,cs
"Tento telefon je krásný svým vzhledem, má spoustu funkcí, velký displej, krásné barvy, několikero možností psaní sms atd... Protože nejsem zvyklá na dotykový displej a po vyzkoušení jsem zjistila, že mi nevyhovuje (jde asi jen o zvyk) vrátila jsem se ke klasickému telefonu. Pro ty kteří již dotykový telefon měli nebo s tím nemají problém, bych jen doporučila...",0,cs
"Praktická, prostorná. Jen bočnice by mohly být kapku pevnější- stalo se mi že s 1,5l lahví v zádu, se mi bočnice dostala do drátů- to proto, že jinak v brašně nic nebylo.. Když byla narvaná tak na 200km terénem se 2 lahvemi paráda. (kombinace s nosičem art. 206)",1,cs
"s objednávkou i samotnou kvalitou produktu jsem velice spokojený, tedy hlavě můj syn, co se týče komunikace a doručení zásilky perfektní, tuto službu mohu jenom doporučit, jsem velmi spokojen a těším se na další",2,cs
"+ Hodinky jsou pěkné, jdou přesně a vzhledem k jejich velikosti jde dobře odečítat čas. Toto je ovšem zásluha výrobce, nikoliv Vaše. + Objednávka byla vyřízena velmi rychle. - K hodinkám nebyl přiložen český návod (i když je obsluha velmi jednoduchá, měl by být součástí prodávaného zboží - §8-11 zák. č. 634/92 Sb.). - Ve faktuře je odvolání na seznam autorizovaných opraven, který má být součástí návodu k použití. Návod k použití nemám, takže nemám ani seznam opraven. - Autorizovaný servis požaduje při nárokování záruční opravy předložení záručního listu, nebo dokladu o koupi na němž je výrobní číslo zboží. Toto na Vámi zaslané faktuře není, takže případnou záruční opravu můžu nárokovat pouze u Vás, což není zrovna pohodlný způsob (balení, odeslání prodejci.....).",0,cs
"ORIJEN jsem měla poprvé,jelikož granule střídám.očekávala jsem že při té kvalitě kočičky budou baštit s větší chutí,ale přistupují k němu jako ke všem ostatním granulím.....kdybych to měla říci za ně,tak asi takhle:no,když není maso,alespon dobrý granule....jinak krásně voní,velikost je taky o.k.",1,cs
"S výrobkem jsem spokojen - funguje jak má Jen drobnost - jde strcit i obracene a neni tam kontrolka ze se pripojil - nic se tim nepokazi, ale kdyz spechate tak to zdrzuje :)",2,cs
"S tímto televizorem jsem velmi spokojena. Výborný obraz, snadné naladění a ovládání, dobrý zvuk. Zatím jsem nanašla nic, co by mi vadilo nebo chybělo. Je ideální do malých prostorů či kuchyně. Doporučuji.",2,cs
"S tímto výrobkem CK one jsem velmi spokojená a tato značka je již 10let mou oblíbenou.Vřele doporučuji,zajisté nebudete zklamáni a rádi se k ní budete vracet.",1,cs
"Výrobek splnil veškerá očekávání. Doporučuji ho i náročným zákaznícim. Obsluha je snadná, velmi dobře se udržuje a vybaveni je nadstandardní.",2,cs
"Snadná montáž,pěkné zpracování spokojenost.Velice příjemný relax. Mírné nedostatky jako šikmo umístěn přehravač MP3 a nálepky o bezpečnosti-bez problemů lze odstranit.Nahřátí na 40st. cca 20min ale při nízké spotřebě. Produkt hodnotím kladně jakož i dodání,vřele doporučuji. Pavel",1,cs
"Activity nezklamali ani ve své vrcholné řadě. Jen kdyby ta přísloví nebyla tak náročná :-) třeba v pantomimě. Mall také nezklamal - rychlost, cena, komunikace od objednání až do odeslání a i po doručení. Prostě na výbornou. (Jedinou výtku mám k platbě kartou přes internet, která se nepodařila ani započít na straně Mall a musel jsem objednávku telefonicky změnit na dobírku.)",2,cs
"Jsme velmi spokojeni,nákup doporučuji.Vysavač je tichý,má vysoký sací výkon.Výhodou jsou malá kolečka,která umožňují dobrou manipulaci s vysavačem.",2,cs
Za málo peněz hodně muziky. Nejvíce mě překvapila výdrž baterie - vysávám denně koupelnu (vlasy) a až včera jsem nabíjela po 3 týdnech. Jsem velmi spokojená.,2,cs
"S navigaciou som spokojny. Manual by mohol byt podrobnejsi, ale drobne musky pri ovladani, odchytavam za pochodu. Vydrz na baterie ma prijemne prekvapila. Spolahlivy maly spolocnik na cesty i necesty.",1,cs
"velká výhoda je, že pytel je průhledný - je vidět, kde co leží, má ideální velikost - vejde se do zádi, nevypadá, ale vleze se do něj opravdu hodně (oblečení a vybavení na 4 dny + objemný spacák a karimatka) trošku mi vadilo, že jsem ho musela táhnout v ruce - popruhy by byly dobre",1,cs
"Musím konstatovat, že pere na jedničku. Výběr programů je dostatečný. Zvlášť dobrá je ""dětská"" pojistka, protože knoflíky jsou opravdu velmi citlivé, a to na sebemenší dotek, i třeba jen otření (možná by to zaregistrovalo i na kapku vody). Takýe vždy zapínám pojistku, i když děti zatím nemáme. Je to pojistka proti změně parametrů, což lze i za běhu pračky. Protože mám pračku v koupelně tip ťop, nelze o ni nezavadit, to bych nemohla chodit do koupelny :) Rozhodně doporučuju!",2,cs
"Pračku mám krátce, jsem s ní zatím spokojená. Někteří uvádí, že je hlučná při odstřeďování, záleží na jakou pračku jste byli zvyklí před tím. Já jsem spokojená. Žádný spotřebič nemůže být bezhlučný. Někdy zůstává u pračky zapadlá ponožka nebo kapesník u těsnící gumy.",1,cs
"Zatím jsem velmi spokojená jako začátečníkovi mi fotoaparát bohatě vyhovuje krásné fotky i videa (jen možná časem dokoupím silnější objektiv ). Vřele doporučuji těm méně náročným, kteří teprve s digitálními zrcadlovkami začínájí.:)",2,cs
"S vysavačem jsem velice spokojená, nedám na něj dopustit :). Máme dvě děti a králíčka, takže s vysavačem je uklizeno raz dva. Máme byt o výměře 60m2, hravě zvládne jak koberec, tak plovoučku, tak i lino a dlažbu. Jako velké plus vidím LED osvětlení. Prostě ve zkratce, neměnila bych a jsem ráda, že jsme vysavač zakoupili!!!",2,cs
"celkově ošklivá - umělá slabá textilie, stejná na všech částech panenky. Zvláštní, řekla bych neevropský výraz. Zvuky: dospělá žena napodobuje neumělý dětský zpěv, na usínání nevhodné. S manželem nám celkově připomínala horor s vraždící panenkou.",0,cs
"Se zehlickou jsem predevsim spokojena. Nerezovy povrch a tenky profil predni casti zehlicky ""spicka"" nemaji chybu. Naparovani velmi dobre. Je trosku tezsi. To je snad jedine co bych ji vytkla a mozna design je mirne tezkopadny, ale to nemeni nic na vyslednem efektu- zehli velmi dobre. :-)",1,cs
"Kdo chce mít z této fritézy dobré hranolky moc se nedočká. Dlouho to trvá,oleje není dostatečné množství,aby to stačilo pro rodinu. Teplota nízká, takže výsledek opravdu špatný. Na dušení a rizoto je to dobré. Bohužel poklička nejde do myčky je na ní úplně zbytečná minutka. Po každém použití olej musím vylít. Výhodou je , že nádobu je možné umýt celkem snadno,ale do myčky nejde ! Je z kovu,který okamžitě vespod zčerná. Celková nespokojenost",0,cs
jsem velmi spokojena z robot kenwud 61 je ji ozdobou moji kuchyni a velkym pomocnikem delam všechno v robotu mam ho rada a všem ho doporučuji,2,cs
"S výrobkem jsem velmi spokojená, oceňuji možnost regulace teploty a zvukový signál při ukončení ohřevu vody, líbí se mi i design. Výrobek doporučuji.",2,cs
"Koupili jsme ji tchýni k vánocům. Velice hezká a splňuje všechny funkce a navíc ta cena.... Mohu jen doporučit. Jediné co musím vytknout je, že nemá výškově nastavitelné nožičky a tím je docela nízko nad podložkou",2,cs
"Naše holčička má páva Emila ráda =o) Pěkně šustí, když se ho dotkne a to se jí líbí :)Barevně je velmi pěkně zpracovaný. Chyby jsem nenašel žádné. Doporučuji",2,cs
"vyborne hodinky co se týká zpracování a designu,funkčně velmi vybavené,vše potřebné pro outdoorove sporty v jednom.jednoznačně hejhezci a nejpraktictejsi sportovní hodinky, které jsem mel. obdiv sbírají kdekoliv.",2,cs
"Kocourkům granule chutnají.Mám ještě zbytek Royal Canin, střídám jim granule a nevidím žádný rozdíl. Poměr cena, množství a kvalita vyhovuje.Jelikož jde o velký balík, mohl by být pytel kratší a širší a opatřen uchem pro snažší transport.",2,cs
"S pilou jsem spokojen, protože naplnila mé požadavky na domácí práce s úpravou dřeva.Doporučuji pro každý domek. Dosud pracuje bez technických problémů.",2,cs
"Je moc krásný, dcerka si přála mít motiv jednorožce na baťohu a když je ta souprava kompletní je to super. Jen doufám, že životnost bude odpovídat ceně výrobku.",2,cs
"Výrobek šlape od prvního připojení a toto připojení je naprosto jednoduché a cena přijatelná, ve 4 pokojovém bytě pracuje bez problémů, proto všem doporučuji jako základ.....",2,cs
"nemám zkušenosti s dražšími, ale cedník se tu rychle zanese, takže moc se toho bez přestávky neodšťavní... ale za ty prachy dobrý a hezky...",1,cs
"Dost dobrá! - Uvítal bych ještě zvukový signál ""píp"" doprovázející konec vaření (vypnutí), abych nemusel pořád okolo stepovat. Vím, že má funkci udržení teploty ale to zas zvyšuje spotřebu energie.",1,cs
"Dobrý den, misky jsou perfektní, máme štěně bígla a vyhovují nám velice moc. Jsou stabilní a z kvalitního materiálu. Přišli v tmavší barvě a ta se mi líbila ještě víc, tak je spokojenost opravdu 100%. Jako další plus je velice sanadná manipulace a údržba. Doporučuji!",2,cs
"Nádoba je prodávána pouze přebalena tenkým ""šustivým"" papírem s neúplným pokrytím dna (tedy bez jakékoliv krabice), což mi v případě citlivého teflonového povrchu připadá nevhodné. Jinak v pořádku.",1,cs
"Tuto klávesnici s USB jsem si koupila a připojila doma na notebook, lépe se mně na ní píše protože jsem na tento typ klávesnice zvyklá z práce, jsem spokojená, je levná a splňuje vše co potřebuji,funguje bezvadně.",2,cs
"Sice jsem měl trochu obavu z výdrže plastu, přece jen je, hlavně v přední části, docela dost tenký a ohebný, ale zatím drží. Oproti našim starším bobům je tady plast hladší a proto to z kopce jezdí o dost rychleji a dále.",2,cs
"Cekal jsem, ze to bude uzitecne, ale je to na prosto skvele.. Kvuli flexibilite jsem zvolil vetsi dvirka a i muj maly JRT si je umi tevirat.. Po pocatecnim nacviku za piskoty uz ""proskakuje"" dvirky jako tygr obruci.. Doporuci. Dvirka jsou umistena v relativne slozitych venkovnich kazetovych dverich a zvladl jsem montaz sam. J.H.",2,cs
"Manželka je s hodinkami velmi spokojená. Při nákupu u nich nebyl návod, nicméně po několika dnech přišel poštou potvrzený ZL i návod. Hodnotím výborně jak hodinky, tak MALL.CZ",2,cs
- velice pěkný design -kvalitní známá značka - dobře vybavená co se týká prostoru vč. dveří - přijatelná cena- prozatím jsem velice spokojená -,1,cs
"S výrobkem jsem velice spokojená. Snadno se nainstaluje do klece, je praktické - omývatelné. Rozhodně tento výrobek doporučuji, jediné co by se dalo vytknout je to,že není i v menších velikostech.",2,cs
"S výrobkem jsem naprosto spokojen. Je plně funkční, kompaktní rozměry, dobře vybavený. Velkou výhodou je použití jak mleté kávy, tak kapslí. Ovládání je ve skutečnosti jednodušší než se zdá z podrobného návodu. Škoda, že kapsle E.S.E. jsou k dostání jen ve velkých městech. To je ale chyba naší obchodní sítě, ne firem Philips/Saeco !",2,cs
Emgeton MiMi2 monitor je super. S pověšením na ruku dobrý nápad. Jen bohužel přes kamené zdi prochází signál na kratší vzdálenost. Doporučuji.,1,cs
"S grilem jsem velice spokojen.Za pár minut je připraven k použití. Horší je to s čištěním některých ploch.Rošty a odkapávací misky jdou umýt dobře, ale hrany grilu už moc ne. Technicky méně zdatným jedincům může sestavení grilu trvat déle. Gril je totiž dodán zcela rozložený a sestavíte si ho sami od prvního do posledního šroubku. Samotné grilování ale nemá chybu!",1,cs
"Pánev se dobře drží, jídlo se nepřipéká a má i dobrou velikost pro běžné vaření. Přítelkyně je velmi spokojená, že stačí při smažení použít minimální množství oleje.",2,cs
"Jsem velmi spokojený. Za tuto cenu je k mání opravdu kvalita obrazu. Je sice hlučnější, je to bakelit, ale výsledná kresba je super. Žádná aberace, ostrý obraz a světelnost 1.8 (co chtít víc) Použito na Canon EOS 500D",2,cs
"Za tuto značku dobrá cena. Je slyšet vysoký pískavý zvuk při zapnutí mrazáku, zarazilo mě, že není moc dobré osvětlení. Jinak výborné otevírání dveří, po roce spokojenost.",1,cs
"Velmi dobrá TV s vynikajícím obrazem, zvuk malinko horší - je asi lépe ve spojení s domácím kinem. Multimediální výbava dobrá, pozor jen na přehrávání filmů z USB disků - nezvládne některé flashky, které ačkoliv nepotřebují externí napájení, zřejmě mají větší příkon než 500mA a to je problém (takže jen ty menší nebo flashky s ext. napájením). Malinká softwareová chybka s letním časem a GMT+1 - ačkoliv vše nastvaeno a TV zobrazuje správný čas, EPG bylo pořád o hodinu špatně...",1,cs
Na hru jsme se velice těšily a nezklamala nás. Je velmi hezky graficky zpracovaná a hráče velice rychle vtáhne do hry. Pravidla jsou snadno pochopitelná. Hra nás baví a ostatním můžeme jen vřele doporučit.,2,cs
"Výrobek se řadí mezi ty s horším zpracováním, na druhou stranu co za cenu pod 5 tisíc čekat? Výbava tohoto telefonu předčí mnoho svých vrstevníků, i dražších zařízení. Hlavně vlastně neexistuje jiný telefon se stejnou výbavou, který by podporoval DualSim. Hlavní výtka kvůli které jsem telefon vrátil byla anténa - pokud se na telefonu např. zapne wifi hotspot, již není schopen rychlého přenosu dat přes 3G a po pár sekundách užívání to spadne... stačí zrestartovat wifi hotspot a zase to funguje, ale to se mi zdá poněkud krkolomné. Dále při používání 3G se může stát že klesne kvalita signálu na jednotlivých SIM, ve velkých městech to není problém, ale tam kde pokrytí není 100procentní se může stát že zapnutím internetu v mobilu si valstně znemožníte volání.",0,cs
"Hami kojenecká mléka pijí obě naše děti od narození a myslím, že jim opravdu chutnají a jsou spokojené. Takže i já jsem spokojená a tato mléka bych doporučila i ostatním maminkám, které z jakéhokoliv důvodu nemohou kojit.",2,cs
"S výrobkem jsem spokojena. Má vysoký výkon a dobře mixuje. Výhoda je u menší nádoby která je uzavíratelná, můžete tedy dát do lednice. Má taky přísavky které dobře při mixování drží. Jediné co mi trošku vadí je že je mixér hodně veliký a těžký. Ale klady převažují proto hodnotím 5 hvězd",2,cs
"Myslím, že za tuto cenu se jedná o velmi kvalitní výrobek. Koupil jsem moré míčky a jsem spokojen. Zelené míčky jsem nikdy předtím nezakoupil, ale myslím si, že pro rekreační hráče, jako jsem já, by byly příliš pomalé.",1,cs
"Pro mé účely sečení trávníka o rozloze cca 150 m2 zcela vyhovující. Jedinou výhradu mám k nešikovnému způsobu nasazování koše na sekačku - za 2 plastové výstupky na těle sekačky, které jsou hůře přístupné.",1,cs
"Perfektní na zamražování a rozmražování či ohřev příkrmů v ohřívačce, skvěle se štosují v mrazáku a dají se přehledně popsat. Jsem spokojená a pořídila jsem si už druhou sadu.",2,cs
"Zatěžkávací zkoušku tyto ponožky absolvovaly při slušném, asi třicetikilometrovém treku a celou dobu jsem měl v botách příjemný pocit sucha a vzdušnosti... ""Sensorky"" mohu každému příznivci horských tůr vřele doporučit! Ryšavý",2,cs
"Výrobek plně uspokojuje naše požadavky, velkou výhodou je možnost vertikálního naklánění TV až o 15 stupňů a částečně i posunu TV do stran (horizontálně), jeho bytelnost dává uživateli pocit bezpečí pro zavěšený přístroj",2,cs
S tímto klínem si se štípáním dřeva snadno poradí i ženská :-) Různým nářadím této značky se postupně vybavujeme doma i na chalupě a jsme velmi spokojeni.,2,cs
"Kluci jsou s traktorem moc spokojení, skvěle doplňuje ostatní hračky LEGO DUPLO, které již měli. Je to kvalitní hračka a vydží i nepříliš jemné zacházení 2 a 3 letých rošťáků.",2,cs
S tímto krmivem jsme spokojeni nejen my ale i naše Missinka :). Granule jí velice chutnají a vůbec neškodí jejímu citlivému zažívaní. Krmivo nám přímo doporučil psovod a naše vet schválila.,2,cs
S touto elektrickou deckou jsme moc spokojeni. Pouzivame ji pri bolestech zad nebo na zahrati v chladnych dnech. Kazdy v rodine ma svou vlastni. Vsechny jsme zakoupili prostrednictvim MALL.CZ. Hana Tomanova,2,cs
"Skvělá hračka, kterou malý sleduje už od začátku 2.měsíce věku. Pomohla v krizových situacích, když jsme potřebovali upoutat jeho pozornost. Líbí se mu a ""povídá"" si s ní.",2,cs
"Pro přímé nošení do přírody a pod. dostačující, ale při převozu na dovlenou, kdy si potřebujete s sebou vzít nabíječku a ostatní kabeláž, doporučil bych větší. To platí pro aparát Panasonic DCM-FZ1B, já rád vše pohromadě.",0,cs
"Velká láska mých dcer(1 a 3,5 roku). Ideální balení do kabelky i do kapsy. Máme je pořád s sebou. Doporučuji všem co mají na starost děti, tím že je každý medvídek zvlášť balení, neznehodnotí se celé balení.",2,cs
"Uvnitř se nachází maličkatý deníček, na moc velké zapisování to není. Ale kouzlo s náramkem funguje skvěle a tak byla naše princezna naprosto spokojená, proto ten deník chtěla. PS. zatím si tam nezapsala ani řádek :-)",2,cs
Osobní váha pracuje spolehlivě a bez problémů. Přesné výsledky jsou pouze při umístění váhy na pevné podlaze. Na koberci nelze. Proto jedna hvězdička dolů.,1,cs
"Hledal jsem dlouho správnou sestavu pro mé požadavky a radil se se znalci a nakonec koupil tento set a jsem velmi spokojen s kvalitou provedení a hlavně ten zvuk, ten zvuk....",2,cs
"Vynikající na plovoucí podlahy, dlažbu, linoleum aj hladké povrchy. Není příliš vhodný na koberce a absolutně nevhodný na koberce s třásněmi, do kterých se zamotá. + cena + možnost nastavení časového spuštění + velmi dobrý na hladké povrchy + jednoduchá manipulace - není moc vhodný na koberce - naráží do předmětů - hlučnost Vzhledem k tomu, že vysavač uklízí v době naší nepřítomnosti, hlučnost nepovažuji za mínusovou vlastnost. Je to náš první robotický vysavač a po měsíci provozu jsme spokojeni. Po roce provozu - POZOR!!!! Vysavač sice má čidla proti pádu ze schodů, ale to jen v případě, že ke schodům přijede kolmo, nebo mírně zešikma!!! Jede-li v programu vysávání okolo stěn a narazí na schody, spadne!!!!",1,cs
"Tento výrobek je suprový,táhne perfektně,světýlko svítí dosti silně,takže stačí v kuchyňce jen toto.Hezký vzhled.Jsme velmi spokojeni a doporučujeme všem.Chocholovi",2,cs
"Skvělý výrobek za skvělou cenu. Splňuje stejný účel jako ta, která stála 1600 Kč a po několika letech dosloužila. Uvidíme jaká bude její životnost. To, že nemá nastavitelnost teploty mi nevadí. Výrobek doporučuji.",1,cs
"Na fotce není úplně patrný rozdíl mezi látkovou a koženou Botaskou. Kožené jsou super, ty látkové trošku slabší. Uvidíme, zatím je nosím jen krátce.",1,cs
"Výrobek splňuje očekávání, pes si nestěžuje... Jediné, co bych vytknul, je, že přečnívající konec vyklouzává z pojistného očka - mělo být kousek blíž. Ale z krku to psovi nesklouzne. Dandys",1,cs
"Výborná zábava pro děti, bavilo to jak sedmiletou holčičku, tak mého téměř desetiletého syna. Jen trochu hůře se jim občas umísťovaly korálky z pera do šablony.",2,cs
"Design dobrý, ovládání docela ujde. Vadí mi, že stále svítí čísla na displeji, v kuchyni je to jak na pouti. Co mě ale rozlobilo, bylo to, že po necelém měsíci provozu už nesvítí žárovka uvnitř. Nyní dosti pochybuji o tom, že výrobek bude bezproblémově sloužit alespoň po dobu záruky.",0,cs
"Vynikající kávovar, velice jednoduchá obsluha, super přehledný displej, o všem Vás informuje a radí, nelze udělat chybu :-) Stačí jenom vychutnávat výbornou a čerstvou kávu. Doufám, že bude výrobek sloužit dobře a dlouho, pochopitelně vyžaduje pravidelnou údržbu tak jako vše od čeho čekáte dobrou službu. Vřele doporučuji !!!",2,cs
"Přijímač mě překvapil kvalitou zobrazení jak set-top-boxu SD i HD programů , tak i medií z USB vstupu . Přehraje opravdu skoro vše , včetně titulků u kterých lze měnit velikost , barvu i pozadí . Set-top-box naladí tv stanice rychle , snadné je i třídění . Programy lze nahrát na flashku - funguje bez problému . S výrobkem jsem spokojen a doporučuji.",1,cs
"super, navíc se dá spojit s jiným spacákem stejné délky (dokonce od jiné značky, velmi milé překvapení. Zima v něm rozhodně není, izolační vlastnosti velmi příjemné.",2,cs
"super! vareni jedna pohoda. o hodne lepsi nezli predchozi papinaky. rychle, pohodlne, jednoduche cisteni. doporucuju vsem ketrym zalezi na case.",2,cs
"Slochátka mají vyjímečně krásné ,měkké basy - které jsem vůbec u tak malého průměru membrány nepředpokádal - celkově znějí příjemně - zkrátka -PERFEKTNÍ!!",2,cs
"S výrobkem jsem spokojena.Oceňuji rychlý,praktický a bezproblémový způsob distribuce,další nákupy uskutečním určitě stejnou cestou.Chladnička s mrazákem ERB 36233 W funguje výtečně,při nastavení na stupeň 2 má možná ještě menší spotřebu než deklarovanou,přičemž teplota v chlad.prostoru je 5 - 6,5stC.Jedinou ""chybičku""-podle mě- má poměrně nepraktické otevírání dveří chladničky,otevírací lišta by měla být vykrojena směrem dolů jako mrazák,ale už jsem si zvykla - doporučuji.",1,cs
"Se sporákem jsem velmi spokojen. Náběh je rychlý, pečení horkovzduchem efektivní a svižné. Podařilo se nám napéct asi 15 plechů vánočního cukroví bez jediného nedopečeného nebo spáleného. Jediná drobná estetická výtka by se snad týkala toho, že na nejčastěji používané plotýnce je trochu vidět vliv tepla a původní černé zabarvení se místy mění lehce do šeda. Ale to je asi u sklokeramiky normální.",1,cs
Ten to obojek jsme koupili pro štěně labradora a nevím jestli je to obojkem ale pořád se drbe a přitom nemá žádné blechy...vyměnili jsme za jinej a už je ok.,0,cs
"Batůžek máme v modrém provedení. Již dříve jsme na Mallu kupovali podobný - jen o něco menší. Všem rodičům mohu jen a jen DOPORUČIT!!!! Skutečně výborně sedí na zádíčkách, má dobré polstrování, šikovně se zapíná (má i zapínání vpředu přes hrudník, takže dětem nepadá z ramínek). Syn je s batůžkem maximálně spokojený - nosí ho každý den !!!!",2,cs
"S výrobkem jsme velmi spokojeni a mohu doporučit. Měli jsme vysavač bezmotorový, ale bohužel se musel neustále čistit filtr a nepohodlné bylo i napojování na běžný vysavač.",2,cs
"I když jsou dceři teprve 3 roky tak pravidla pochopila velmi rychle a hra jí moc baví, doporučuji všem, zabaví se celá rodina - i tatínkové.",2,cs
"Výborný. Skladný, lehký, maximální délka šňůr. Kov stojanu chráněný plastovými úhelníčky, dá se tedy i venku bez poškození s pověšeným prádlem přetáhnout na vhodnější místo.",2,cs
"S výrobkem jsem nadmíru spokojen. Divím se, jak jsem to mohl bez něho dosud vydržet. Již žádné tahání těžkých balíků s balenou vodou a žádná starost s prázdnými obaly. Design pěkný, do kuchyně se hodí. Doporučuji ke koupi ostatním milovníkům sodové vody.",2,cs
"Zatím spokojenost, ale je fakt hlučnější. Žádný pískot, ale prostě to nahlas čerpá, pere, máchá, ždíme, odsává..ale je to únosné, mám to v kuchyni, odkládám start na dobu, kdy je prázdný byt. Taky má docela málo programů, ale jsou dostačující. Prostě nic special pro džíny, boty. Celkově 4/5.",1,cs
"S výrobkem jsem spokojen. Má dobrý i bezdrátový dosah, nevypadává. Toto jsem zjistil za poměrně krátkou dobu, co ho mám. Doporučuji a dávám pět hvězdiček..",2,cs
"Botky jsem prakticky ode dne doručení nesundala z nohy, skvěle padnou a jsou pohodlné, vhodné pro sportovní příležitosti, ale i jen tak na vycházku. Na noze vypadají skvěle!",2,cs
"Maximální spokojenost, hlavně se struhadlem. Nenáviděné strouhání hromady brambor na bramboráky se staly minulostí. Teď už je to bez námahy, bez krve a za chviličku. Tenhle přístroj byl sice dárek pro sestru, ale já mám ten samý už přes rok, jen bez hnětače a jsem za něj ráda. Jediné, co je jasné, že člověk musí mít k ruce ještě klasický mixér s metlami, které ušlehají např. bramborovou kaši nebo těsto na bábovku. Šlehač u tohoto výrobku je tak na bílky a šlehačku, což je ale na pohled patrné.",2,cs
"Mikrovlnka Elwktrolux EMS 204700W byla pro mne obtížnější na obsluhu,ale nakonec jsem si zvykla.Jen je třeba vytknout velmi špatné otvírání dvířek . Při otvírání se hýbe celá mikrovlnka a to mám zdravé obě ruce. Je zajímavé,že tento způsob otvírání nemají mikrovlnky Electrolux. mechanické.",1,cs
"S výrobkem jsem spokojen, montáž rychlá, jednoduchá, bezproblémové přestavění výšky sekání, pro budoucí zájemce asi nepřízniová informace, že se jedná o výběhový typ produktu. Jako nevýhodu bych snad hodnotil poněkud obtížnější instalaci koše a na daný výkon poměrně masivní provedení.",1,cs
"Výborná toaleta, která je prostorná a dobře vypadá. Kotě, které bylo zvyklé na otevřené wc, se do ní naučilo chodit snadno. Nedá mu ale spát filtr - dokud ho nevyškrábe a neodnese stranou, nemá klid:)",2,cs
"Tento výrobek jsem kupovala jako dárek, myslím, že jsem udělala radost. Nápoje jsou hodnoceny jako velmi dobré, hlavně dětem se kouzlení líbí.",1,cs
"S tímto ručním tyčovým mixérem jsme velmi spokojeni. Vyhovuje nám zejména jeho solidní materiálové provedení a závěs na zeď, který je v příslušenství.",2,cs
"Hadice se mi několikrát sesmekla ze spojky, přestože byl použit redukční ventil, teď se snažím tlak snížit už na kohoutu. Chtělo by to nějakou stahovací sponu, která by hadici držela na spojce. Kapače samotné plní svoji funkci OK.",0,cs
"V původní domácnosti jedna ""Tefalka"" už byla, po přestěhování a pořizování nové žehličky jsem šla na jistotu a neprohloupila jsem - perfektní žehlení všech materiálů a výborné žehlící vlastnosti...",2,cs
"Naprostá spokojenost, vysává velmi dobře, díky možnosti výběru hlavic lze volit dle typu podlahy. Regulováním sání dosáhnete lepších výsledků, možná by mohl být méně hlučný.",1,cs
"Tento výrobek je jedničkou na českém trhu, našemu ušákovy chutná má vše co potřebuje pro svůj vývoj a cena je také příznivá. Takže dáváme 5 hvězdiček",2,cs
"Moc hezký moderní vzhled, tvoří perfektní set s troubou HB 43AT540E, bez otočného talíře, nerez vnitřek, zasouvací knoflík, takže se dobře čistí- doporučuji!",2,cs
"Nemám vůbec žádné výhrady. Dobře svítí, dobře se upíná. Napájení na dvě AAA baterie. Zatím se to zdá být i dostatečně voděodolné. Vypínač jde dostatečně ztuha na to, aby se světlo v brašně samo nerozsvítilo (což se mi u předchozí blikačky stávalo).",2,cs
"Budu uprimny, kdyz reknu, ze vyhral design nad vykonem ve srovnani s telefony, ktere jsou nabizene ve stejne cenove hladine. Pokud premyslite nad pouzivanim velkeho mnozstvi aplikaci, tak 300MB operacni pameti telefonu muze byt limitujici faktor. Vydrz baterie je maximalne 1 den pokud nepouzijete nejake utilitky pro Android, ktere vydrz baterie znatelne prodlouzi. Vyhodou u Sony je, ze garantuji ""upgrade"" na novou verzi Androidu u techto modelu telefonu a jiz zmineny design a provedeni je take velmi povedene.",1,cs
